Sample Name,FID RT,Compound Name,Formula,Match Factor,Catalyst,Reaction Temperature (C),Reaction pressure (psi),Gas
MBPR026,12.4113,"Benzene, 1-methyl-4-propyl-",C10H14,87.66325698,BEA,282,130,N2
MBPR031,12.4148,Dioctyl malonate,C19H36O4,62.28557273,Ru/C+BEA 5wt.%,280,157,N2
MBPR039_02,12.4247,"Heptane, 4-ethyl-",C9H20,84.94491326,Ru/C 5wt.%,280,134,N2
MBPR028,12.4277,"Malonic acid, heptyl 3-methylpentyl ester",C16H30O4,64.69514697,Ru/C+BEA 5wt.%,272,130,N2
MBPR025,12.4386,"Pentane, 2,2-dimethyl-",C7H16,59.98346882,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,12.4396,"Heptane, 4-ethyl-",C9H20,86.63073701,BEA,282,130,N2
MBPR039_02,12.478,"Undecane, 4,5-dimethyl-",C13H28,82.30658471,Ru/C 5wt.%,280,134,N2
MBPR038_02,12.513,"Benzene, 1-methyl-3-(1-methylethyl)-",C10H14,87.4432071,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.5139,"Benzene, 1,2,4,5-tetramethyl-",C10H14,87.94909865,Ru/C 5wt.%,280,134,N2
MBPR038_02,12.5201,o-Cymene,C10H14,74.99173958,Ru/C 5wt.%,280,134,N2
MBPR032,12.5228,o-Cymene,C10H14,85.81892496,BEA,287,150,N2
MBPR028,12.5239,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,81.24873721,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,12.5248,o-Cymene,C10H14,87.21798169,BEA,275,115,N2
MBPR026,12.5325,"Benzene, 1,2,4,5-tetramethyl-",C10H14,91.74734145,BEA,282,130,N2
MBPR023,12.5345,"Benzene, 1,2,4,5-tetramethyl-",C10H14,81.23235391,BEA,285,138,N2
MBPR038_02,12.5398,"Undecane, 6,6-dimethyl-",C13H28,85.69221113,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.54,"Octane, 3,6-dimethyl-",C10H22,82.96177666,Ru/C 5wt.%,280,134,N2
MBPR028,12.5465,"Decane, 2,4-dimethyl-",C12H26,86.29955498,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,12.5467,"Benzene, tert-butyl-",C10H14,73.08306929,BEA,282,130,N2
MBPR025,12.5484,"Benzene, tert-butyl-",C10H14,67.51922656,Ru/C+BEA 5wt.%,278,145,N2
MBPR022,12.5501,"Undecane, 4,6-dimethyl-",C13H28,66.46958982,Ru/C+BEA 5wt.%,281,138,N2
MBPR029,12.5512,"Decane, 2,4-dimethyl-",C12H26,80.11239512,BEA,275,115,N2
MBPR023,12.5527,p-Cymene,C10H14,64.52398794,BEA,285,138,N2
MBPR025,12.5538,"Decane, 2-methyl-",C11H24,81.47567228,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,12.5554,"Decane, 2-methyl-",C11H24,91.00807094,BEA,282,130,N2
MBPR023,12.5579,"Decane, 4-methyl-",C11H24,81.1539994,BEA,285,138,N2
MBPR038_02,12.6523,"Decane, 3-methyl-",C11H24,87.24516418,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.653,"Decane, 3-methyl-",C11H24,88.86021937,Ru/C 5wt.%,280,134,N2
MBPR029,12.6617,"Decane, 3-methyl-",C11H24,84.55506023,BEA,275,115,N2
MBPR032,12.6636,"Nonane, 5-(2-methylpropyl)-",C13H28,75.14016429,BEA,287,150,N2
MBPR028,12.6639,"Nonane, 5-(2-methylpropyl)-",C13H28,89.94475444,Ru/C+BEA 5wt.%,272,130,N2
MBPR025,12.6707,"Nonane, 5-(2-methylpropyl)-",C13H28,83.51951432,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,12.6713,"Nonane, 3,7-dimethyl-",C11H24,60.3092198,BEA,285,138,N2
MBPR026,12.6716,"Decane, 3-methyl-",C11H24,84.65304868,BEA,282,130,N2
MBPR026,12.8066,"Heptane, 2,2,3,3,5,6,6-heptamethyl-",C14H30,78.14398881,BEA,282,130,N2
MBPR039_02,12.8469,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,85.75393483,Ru/C 5wt.%,280,134,N2
MBPR026,12.8656,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,85.70186054,BEA,282,130,N2
MBPR038_02,12.8767,"Benzene, 1-methyl-3-(1-methylethyl)-",C10H14,85.55723345,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.8776,"o-Toluic acid, tridec-2-ynyl ester",C21H30O2,76.56199703,Ru/C 5wt.%,280,134,N2
MBPR028,12.8853,"Benzene, 1,2,4,5-tetramethyl-",C10H14,74.80499129,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,12.8887,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,80.73677506,BEA,287,150,N2
MBPR029,12.889,"o-Toluic acid, tridec-2-ynyl ester",C21H30O2,73.83926177,BEA,275,115,N2
MBPR025,12.8956,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,75.73279857,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,12.8986,2-Methyl-6-(p-tolyl)hept-2-en-4-ol,C15H22O,65.41495095,BEA,282,130,N2
MBPR038_02,12.9871,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,87.01927473,Ru/C 5wt.%,280,134,N2
MBPR039_02,12.9882,"Benzene, 1,2,4,5-tetramethyl-",C10H14,88.66330169,Ru/C 5wt.%,280,134,N2
MBPR028,12.9963,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,80.16958028,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,12.9982,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,85.01442548,BEA,287,150,N2
MBPR029,13.0006,"Benzene, 1,2,3,5-tetramethyl-",C10H14,82.58961581,BEA,275,115,N2
MBPR025,13.0067,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,79.8037594,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,13.0078,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,91.06544558,BEA,282,130,N2
MBPR038_02,13.1399,"Hexane, 3,3-dimethyl-",C8H18,85.59777348,Ru/C 5wt.%,280,134,N2
MBPR028,13.1497,"Hexane, 3,3-dimethyl-",C8H18,72.48006385,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,13.1574,"Octane, 2,6,6-trimethyl-",C11H24,72.37744434,BEA,282,130,N2
MBPR039_02,13.3482,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,61.89922949,Ru/C 5wt.%,280,134,N2
MBPR038_02,13.4153,"Undecane, 4,7-dimethyl-",C13H28,86.85848476,Ru/C 5wt.%,280,134,N2
MBPR039_02,13.4169,"Undecane, 2,7-dimethyl-",C13H28,86.77955971,Ru/C 5wt.%,280,134,N2
MBPR032,13.4244,"Heptane, 4-ethyl-2,2,6,6-tetramethyl-",C13H28,51.49654016,BEA,287,150,N2
MBPR029,13.4249,"Decane, 2,4-dimethyl-",C12H26,84.52769756,BEA,275,115,N2
MBPR028,13.4265,"Undecane, 4,7-dimethyl-",C13H28,88.03813823,Ru/C+BEA 5wt.%,272,130,N2
MBPR022,13.4319,"Decane, 5-methyl-",C11H24,74.91047603,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,13.4326,"Heptane, 2,3,6-trimethyl-",C10H22,83.55028296,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,13.4331,"Decane, 2,6,6-trimethyl-",C13H28,85.94494939,BEA,282,130,N2
MBPR023,13.4354,"Nonane, 4,5-dimethyl-",C11H24,79.36935248,BEA,285,138,N2
MBPR039_02,13.5069,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,88.65771096,Ru/C 5wt.%,280,134,N2
MBPR038_02,13.5077,"Benzene, 1-methyl-3-(1-methylethyl)-",C10H14,88.23708282,Ru/C 5wt.%,280,134,N2
MBPR032,13.5161,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,83.01427292,BEA,287,150,N2
MBPR039_02,13.5162,"Hexane, 3,3-dimethyl-",C8H18,79.43795225,Ru/C 5wt.%,280,134,N2
MBPR038_02,13.5168,"Hexane, 3,3-dimethyl-",C8H18,84.32539309,Ru/C 5wt.%,280,134,N2
MBPR028,13.5185,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,81.32178865,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,13.5187,"1,3,8-p-Menthatriene",C10H14,76.6582149,BEA,275,115,N2
MBPR026,13.5275,"Benzene, 1,2,4,5-tetramethyl-",C10H14,82.33975994,BEA,282,130,N2
MBPR022,13.5277,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,59.63423112,Ru/C+BEA 5wt.%,281,138,N2
MBPR025,13.5283,"Benzene, 1-ethyl-2,4-dimethyl-",C10H14,77.75477016,Ru/C+BEA 5wt.%,278,145,N2
MBPR023,13.5315,"Benzene, 1,2,4,5-tetramethyl-",C10H14,72.42930514,BEA,285,138,N2
MBPR026,13.5343,"Undecane, 3,8-dimethyl-",C13H28,78.72114593,BEA,282,130,N2
MBPR038_02,13.5802,"Benzene, 1,2,4,5-tetramethyl-",C10H14,93.12732455,Ru/C 5wt.%,280,134,N2
MBPR039_02,13.5805,"Benzene, 1,2,4,5-tetramethyl-",C10H14,92.56696485,Ru/C 5wt.%,280,134,N2
MBPR032,13.5902,"Benzene, 1,2,4,5-tetramethyl-",C10H14,90.21004194,BEA,287,150,N2
MBPR031,13.5905,"Benzene, 1,2,4,5-tetramethyl-",C10H14,76.77341832,Ru/C+BEA 5wt.%,280,157,N2
MBPR028,13.5911,"Benzene, 1,2,4,5-tetramethyl-",C10H14,82.49228971,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,13.5919,"Benzene, 1,2,4,5-tetramethyl-",C10H14,90.97302536,BEA,275,115,N2
MBPR025,13.5973,"Benzene, 1,2,4,5-tetramethyl-",C10H14,90.9313646,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,13.5975,"Benzene, 1,2,4,5-tetramethyl-",C10H14,92.69571415,BEA,282,130,N2
MBPR023,13.6003,"Benzene, 1,2,4,5-tetramethyl-",C10H14,82.53110083,BEA,285,138,N2
MBPR022,13.6009,o-Cymene,C10H14,73.99384115,Ru/C+BEA 5wt.%,281,138,N2
MBPR038_02,13.6899,"Decane, 2,3,5-trimethyl-",C13H28,76.9014912,Ru/C 5wt.%,280,134,N2
MBPR026,13.7051,"Decane, 3,8-dimethyl-",C12H26,86.01663481,BEA,282,130,N2
MBPR032,13.9251,"Succinic acid, di(3-phenylprop-2-en-1-yl) ester",C22H22O4,58.44598476,BEA,287,150,N2
MBPR038_02,13.9363,"Benzene, 1,3-diethyl-5-methyl-",C11H16,81.34449726,Ru/C 5wt.%,280,134,N2
MBPR039_02,13.9383,"Benzene, 1,3-diethyl-5-methyl-",C11H16,89.73193557,Ru/C 5wt.%,280,134,N2
MBPR032,13.9482,"Benzene, 1,3-diethyl-5-methyl-",C11H16,76.43929475,BEA,287,150,N2
MBPR029,13.9483,"Benzene, 1,3-diethyl-5-methyl-",C11H16,85.39411945,BEA,275,115,N2
MBPR023,13.9514,No Match,,,BEA,285,138,N2
MBPR025,13.9547,"Benzene, 1,3-diethyl-5-methyl-",C11H16,63.3488356,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,13.956,"Benzene, 1,3-diethyl-5-methyl-",C11H16,90.4385118,BEA,282,130,N2
MBPR023,13.9583,"Benzene, 1,3-diethyl-5-methyl-",C11H16,80.20731373,BEA,285,138,N2
MBPR038_02,14.0172,"Heptane, 2,3,5-trimethyl-",C10H22,76.56637838,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.0195,"Octane, 3,4,5,6-tetramethyl-",C12H26,87.0802539,Ru/C 5wt.%,280,134,N2
MBPR026,14.037,"Octane, 4-ethyl-",C10H22,88.56932787,BEA,282,130,N2
MBPR038_02,14.0859,"Benzene, (1-methylnonadecyl)-",C26H46,53.09768324,Ru/C 5wt.%,280,134,N2
MBPR026,14.1033,"Benzene, (1-methylnonadecyl)-",C26H46,55.17578189,BEA,282,130,N2
MBPR039_02,14.1069,"Benzene, 1-methyl-3-(1-methylethyl)-",C10H14,67.0642173,Ru/C 5wt.%,280,134,N2
MBPR029,14.115,p-Cymene,C10H14,69.95624315,BEA,275,115,N2
MBPR038_02,14.1517,"Decane, 2,4-dimethyl-",C12H26,64.77289189,Ru/C 5wt.%,280,134,N2
MBPR022,14.163,"Decane, 2,4-dimethyl-",C12H26,64.12467149,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,14.1692,"Tetrahydro[2,2']bifuranyl-5-one",C8H12O3,56.30727966,BEA,285,138,N2
MBPR026,14.1694,"Undecane, 5,5-dimethyl-",C13H28,85.14977148,BEA,282,130,N2
MBPR025,14.1757,"Octane, 2,6,6-trimethyl-",C11H24,56.54116884,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,14.2204,No Match,,,BEA,282,130,N2
MBPR039_02,14.2611,"Butyric acid, 2-phenyl-, dec-2-yl ester",C20H32O2,54.09516864,Ru/C 5wt.%,280,134,N2
MBPR038_02,14.2616,"Undecane, 3-methyl-",C12H26,66.10217694,Ru/C 5wt.%,280,134,N2
MBPR028,14.2676,"Undecane, 4,4-dimethyl-",C13H28,55.85918853,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,14.2701,No Match,,,BEA,287,150,N2
MBPR025,14.2738,"Butyric acid, 2-phenyl-, dec-2-yl ester",C20H32O2,50.8411409,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,14.2762,"Undecane, 3-methyl-",C12H26,59.22145749,BEA,282,130,N2
MBPR026,14.3556,"1,2-Benzenediol, O-(2-furoyl)-O'-propargyloxycarbonyl-",C15H10O6,63.29323787,BEA,282,130,N2
MBPR038_02,14.423,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,74.88276339,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.4248,4'-Methylpropiophenone,C10H12O,79.28346621,Ru/C 5wt.%,280,134,N2
MBPR026,14.4426,"Benzene, 1-methyl-4-(1-methylpropyl)-",C11H16,82.73755311,BEA,282,130,N2
MBPR026,14.6464,"Benzene, pentamethyl-",C11H16,60.3133261,BEA,282,130,N2
MBPR038_02,14.6519,"1H-Indene, 2,3-dihydro-5,6-dimethyl-",C11H14,67.17794269,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.6563,"Benzene, 1-methyl-4-(1-methyl-2-propenyl)-",C11H14,52.42766322,Ru/C 5wt.%,280,134,N2
MBPR028,14.6675,"Benzene, 1-methyl-4-(1-methyl-2-propenyl)-",C11H14,58.53396972,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,14.668,"1H-Indene, 2,3-dihydro-4,6-dimethyl-",C11H14,61.31226354,BEA,287,150,N2
MBPR026,14.6753,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,68.21683349,BEA,282,130,N2
MBPR039_02,14.6828,"Benzene, 1,3,5-triethyl-",C12H18,78.001641,Ru/C 5wt.%,280,134,N2
MBPR038_02,14.6969,"Hexane, 3,3-dimethyl-",C8H18,66.02451817,Ru/C 5wt.%,280,134,N2
MBPR040_02,14.7008,"Nonane, 3,7-dimethyl-",C11H24,87.21078169,Ru/C 5wt.%,280,134,N2
MBPR032,14.7014,"Hexane, 3,3-dimethyl-",C8H18,63.51937836,BEA,287,150,N2
MBPR023,14.7056,No Match,,,BEA,285,138,N2
MBPR028,14.7074,"4-Heptanone, 3-methyl-",C8H16O,66.19544983,Ru/C+BEA 5wt.%,272,130,N2
MBPR030,14.7102,"Pentane, 2,2,3,4-tetramethyl-",C9H20,87.29957621,Ru/C 5wt.%,263,119,N2
MBPR033,14.7121,"Nonane, 3,7-dimethyl-",C11H24,89.06996165,Ru/C 5wt.%,280,134,N2
MBPR026,14.7134,Dodecane,C12H26,94.18849749,BEA,282,130,N2
MBPR024,14.7138,Dodecane,C12H26,96.03193724,Ru/C 5wt.%,281,127,N2
MBPR025,14.7138,"Undecane, 4,7-dimethyl-",C13H28,80.50153009,Ru/C+BEA 5wt.%,278,145,N2
MBPR027,14.7194,"Hexane, 3,3-dimethyl-",C8H18,80.66791759,Ru/C 5wt.%,278,130,N2
MBPR038_02,14.7831,"Benzene, pentamethyl-",C11H16,78.414589,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.7838,"Benzene, pentamethyl-",C11H16,82.61194317,Ru/C 5wt.%,280,134,N2
MBPR032,14.7936,"Benzene, pentamethyl-",C11H16,81.41687087,BEA,287,150,N2
MBPR029,14.794,"Benzene, pentamethyl-",C11H16,77.28582539,BEA,275,115,N2
MBPR028,14.7961,"Ethanone, 1-(4-ethylphenyl)-",C10H12O,85.1783219,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,14.8006,"Benzene, pentamethyl-",C11H16,82.77838488,BEA,282,130,N2
MBPR025,14.804,"Benzene, pentamethyl-",C11H16,69.18962687,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,14.8234,"Benzene, (2-methyl-1-butenyl)-",C11H14,62.49458711,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.8242,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,69.52602538,Ru/C 5wt.%,280,134,N2
MBPR031,14.8276,"Benzene, pentamethyl-",C11H16,71.21668327,Ru/C+BEA 5wt.%,280,157,N2
MBPR023,14.8341,No Match,,,BEA,285,138,N2
MBPR032,14.8345,"3,4-Dimethylcumene",C11H16,81.98449154,BEA,287,150,N2
MBPR022,14.8347,"Benzene, pentamethyl-",C11H16,69.81912153,Ru/C+BEA 5wt.%,281,138,N2
MBPR028,14.8395,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,58.75002653,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,14.8405,"1H-Indene, 2,3-dihydro-1,1-dimethyl-",C11H14,84.66317014,BEA,282,130,N2
MBPR038_02,14.908,"Heptane, 2,3,5-trimethyl-",C10H22,83.06108787,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.9082,"Hexane, 2,4,4-trimethyl-",C9H20,72.50488665,Ru/C 5wt.%,280,134,N2
MBPR028,14.9111,"Undecane, 2,6-dimethyl-",C13H28,50.78877117,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,14.9208,"Octane, 2,3,6-trimethyl-",C11H24,69.71820673,BEA,282,130,N2
MBPR023,14.925,No Match,,,BEA,285,138,N2
MBPR025,14.9271,"Butane, 2,2-dimethyl-",C6H14,70.22357971,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,14.964,"Benzene, pentamethyl-",C11H16,81.21323566,Ru/C 5wt.%,280,134,N2
MBPR039_02,14.9648,"Benzene, pentamethyl-",C11H16,76.35506133,Ru/C 5wt.%,280,134,N2
MBPR028,14.9727,"Benzene, pentamethyl-",C11H16,71.02457118,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,14.9836,"Benzene, 1-ethyl-4-(1-methylethyl)-",C11H16,82.18805764,BEA,282,130,N2
MBPR023,14.9872,"Benzene, pentamethyl-",C11H16,62.73688996,BEA,285,138,N2
MBPR027,15.00681081,No Match,,,Ru/C 5wt.%,278,130,N2
MBPR026,15.0433,"Hexane, 3,3-dimethyl-",C8H18,68.46509635,BEA,282,130,N2
MBPR039_02,15.1257,5-Methyl-2-phenyl-2-propyle-4-hexene-1-ol,C16H24O,53.14933946,Ru/C 5wt.%,280,134,N2
MBPR038_02,15.1798,"Benzene, 1,2,4-triethyl-",C12H18,64.77221912,Ru/C 5wt.%,280,134,N2
MBPR039_02,15.1824,"Benzene, 1,3,5-trimethyl-2-propyl-",C12H18,79.73654122,Ru/C 5wt.%,280,134,N2
MBPR028,15.1987,"2,5-Octadiyne, 4,4-diethyl-",C12H18,61.80723074,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,15.2003,"Benzene, 1,3,5-trimethyl-2-propyl-",C12H18,80.69490405,BEA,282,130,N2
MBPR025,15.201,"Benzene, 1,3,5-trimethyl-2-propyl-",C12H18,64.22415018,Ru/C+BEA 5wt.%,278,145,N2
MBPR028,15.2107,"2,5-Octadiyne, 4,4-diethyl-",C12H18,61.66758975,Ru/C+BEA 5wt.%,272,130,N2
MBPR026,15.4103,"Phenol, 2-(3-hydroxy-3-methyl-1-butenyl)-, (Z)-",C11H14O2,67.34308614,BEA,282,130,N2
MBPR039_02,15.4345,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,65.62654041,Ru/C 5wt.%,280,134,N2
MBPR039_02,15.4401,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,73.23764836,Ru/C 5wt.%,280,134,N2
MBPR038_02,15.4955,"1H-Indene, 2,3-dihydro-1,1,6-trimethyl-",C12H16,65.83354495,Ru/C 5wt.%,280,134,N2
MBPR039_02,15.4985,"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",C12H16,63.39132736,Ru/C 5wt.%,280,134,N2
MBPR025,15.5054,"Methyl 4-methoxy-4,8,12,16-tetramethylheptadecanoate",C23H46O3,52.69340538,Ru/C+BEA 5wt.%,278,145,N2
MBPR028,15.5059,"1,3-Dioxolane-4-methanol, 2-pentadecyl-, acetate, trans-",C21H40O4,61.44166293,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,15.5131,"1H-Indene, 2,3-dihydro-1,4,7-trimethyl-",C12H16,83.77731548,BEA,287,150,N2
MBPR022,15.5154,"1H-Indene, 2,3-dihydro-1,1,4-trimethyl-",C12H16,66.61983806,Ru/C+BEA 5wt.%,281,138,N2
MBPR026,15.5186,"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",C12H16,71.32632764,BEA,282,130,N2
MBPR038_02,15.5512,"Benzene, (1,3,3-trimethylnonyl)-",C18H30,55.58197277,Ru/C 5wt.%,280,134,N2
MBPR039_02,15.5527,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR026,15.5703,No Match,,,BEA,282,130,N2
MBPR026,15.6113,"1H-Indene, 2,3-dihydro-4,6-dimethyl-",C11H14,66.64761921,BEA,282,130,N2
MBPR038_02,15.7191,"Dodecane, 3-methyl-",C13H28,62.05290314,Ru/C 5wt.%,280,134,N2
MBPR026,15.7365,"Dodecane, 3-methyl-",C13H28,60.33894575,BEA,282,130,N2
MBPR039_02,15.7479,"1,3-dioxane-5,5-dimethanol, 2-butyl-",C10H20O4,72.01786975,Ru/C 5wt.%,280,134,N2
MBPR039_02,15.8644,"1,3-dioxane-5,5-dimethanol, 2-butyl-",C10H20O4,64.27686401,Ru/C 5wt.%,280,134,N2
MBPR026,15.9399,"Benzene, 1,4-dimethyl-2-(2-methylpropyl)-",C12H18,79.07652418,BEA,282,130,N2
MBPR038_02,16.0092,Benzofuran-2-carboxylic acid,C9H6O3,55.62188012,Ru/C 5wt.%,280,134,N2
MBPR038_02,16.0242,"Benzene, pentamethyl-",C11H16,87.26255223,Ru/C 5wt.%,280,134,N2
MBPR039_02,16.0248,"Benzene, pentamethyl-",C11H16,87.87795152,Ru/C 5wt.%,280,134,N2
MBPR026,16.0297,"Cyclopropanecarboxylic acid, trans-2-phenyl-, tetradec-5-yl ester",C24H38O2,74.72386436,BEA,282,130,N2
MBPR032,16.033,"Benzene, pentamethyl-",C11H16,81.73090612,BEA,287,150,N2
MBPR026,16.0363,"Ethanone, 1-(2,3,4-trimethylphenyl)-",C11H14O,71.38662026,BEA,282,130,N2
MBPR028,16.0366,"Benzene, pentamethyl-",C11H16,84.81392206,Ru/C+BEA 5wt.%,272,130,N2
MBPR029,16.038,"Benzene, pentamethyl-",C11H16,81.46939723,BEA,275,115,N2
MBPR027,16.0413,"Phthalic acid, 3,5-dimethylphenyl 4-methoxyphenyl ester",C23H20O5,63.71879734,Ru/C 5wt.%,278,130,N2
MBPR025,16.042,"Benzene, pentamethyl-",C11H16,85.76130009,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,16.0437,"Benzene, pentamethyl-",C11H16,87.71417432,BEA,282,130,N2
MBPR022,16.0455,"Benzene, pentamethyl-",C11H16,75.9671918,Ru/C+BEA 5wt.%,281,138,N2
MBPR023,16.0482,"Benzene, pentamethyl-",C11H16,64.23043142,BEA,285,138,N2
MBPR039_02,16.2117,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,58.64511567,Ru/C 5wt.%,280,134,N2
MBPR038_02,16.2119,"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",C12H16,62.97900179,Ru/C 5wt.%,280,134,N2
MBPR028,16.2234,"1H-Indene, 2,3-dihydro-1,1,4-trimethyl-",C12H16,60.40884611,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,16.2249,"1H-Indene, 2,3-dihydro-1,1,5-trimethyl-",C12H16,75.91348453,BEA,287,150,N2
MBPR029,16.2261,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,64.97268922,BEA,275,115,N2
MBPR026,16.2333,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,76.28028705,BEA,282,130,N2
MBPR025,16.2373,No Match,,,Ru/C+BEA 5wt.%,278,145,N2
MBPR038_02,16.2839,"Naphthalene, 2-methyl-",C11H10,71.66005198,Ru/C 5wt.%,280,134,N2
MBPR026,16.3029,No Match,,,BEA,282,130,N2
MBPR026,16.31,No Match,,,BEA,282,130,N2
MBPR038_02,16.3464,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR039_02,16.3498,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",C15H22,65.86685648,Ru/C 5wt.%,280,134,N2
MBPR038_02,16.352,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR022,16.3597,Threose triacetate,C10H14O7,51.26003833,Ru/C+BEA 5wt.%,281,138,N2
MBPR028,16.3601,No Match,,,Ru/C+BEA 5wt.%,272,130,N2
MBPR032,16.3611,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,59.84555252,BEA,287,150,N2
MBPR023,16.3689,"Butanoic acid, 2,3-dihydroxypropyl ester",C7H14O4,63.4224117,BEA,285,138,N2
MBPR026,16.3702,"4-(Cyclopent-2-en-1-yl)phenol, acetate",C13H14O2,62.05890083,BEA,282,130,N2
MBPR039_02,16.5204,"Naphthalene, 2-methyl-",C11H10,55.41264537,Ru/C 5wt.%,280,134,N2
MBPR038_02,16.5265,"Naphthalene, 2-methyl-",C11H10,70.68253446,Ru/C 5wt.%,280,134,N2
MBPR026,16.5329,No Match,,,BEA,282,130,N2
MBPR039_02,16.5441,"Naphthalene, 2-methyl-",C11H10,65.82900449,Ru/C 5wt.%,280,134,N2
MBPR038_02,16.57586818,No Match,,,Ru/C 5wt.%,280,134,N2
MBPR026,16.5837,No Match,,,BEA,282,130,N2
MBPR026,16.5894,No Match,,,BEA,282,130,N2
MBPR026,16.6006,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,50.60136769,BEA,282,130,N2
MBPR026,16.7135,No Match,,,BEA,282,130,N2
MBPR038_02,16.8154,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,65.89672203,Ru/C 5wt.%,280,134,N2
MBPR039_02,16.8157,"Toluene, 4-(1,1-dimethyl-2-propynyloxy)-",C12H14O,62.60178991,Ru/C 5wt.%,280,134,N2
MBPR032,16.8275,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",C13H18,72.16674158,BEA,287,150,N2
MBPR025,16.8301,1-(3-Methyl-1-benzofuran-2-yl)ethanone,C11H10O2,52.98525263,Ru/C+BEA 5wt.%,278,145,N2
MBPR026,16.836,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",C13H18,63.5934198,BEA,282,130,N2
